UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
2024-01-29_SB5550,2024-01-29,SB5550,天算中证500指数增强3号私募证券投资基金,0.9313,0.9313,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-01-29_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-30_SB5550,2024-01-30,SB5550,天算中证500指数增强3号私募证券投资基金,0.9071,0.9071,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-01-30_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-31_SB5550,2024-01-31,SB5550,天算中证500指数增强3号私募证券投资基金,0.8762,0.8762,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-01-31_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-01_SB5550,2024-02-01,SB5550,天算中证500指数增强3号私募证券投资基金,0.8646,0.8646,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-02-01_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_SB5550,2024-02-02,SB5550,天算中证500指数增强3号私募证券投资基金,0.835,0.835,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-02-02_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-05_SB5550,2024-02-05,SB5550,天算中证500指数增强3号私募证券投资基金,0.794,0.794,C:\Invest\净值存储\citics_【基金净值表现估算】SB5550_天算中证500指数增强3号私募证券投资基金_2024-02-05_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_SJF673,2024-02-02,SJF673,华钧真观1期私募证券投资基金,0.7242,1.1442,C:\Invest\净值存储\citics_【基金净值表现估算】SJF673_华钧真观1期私募证券投资基金_2024-02-02.xlsx
2024-01-29_SQR793,2024-01-29,SQR793,皓邦激享CTA1号私募证券投资基金,0.9786,0.9786,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-01-29_赛韵网络科技(上海)有限公司.xlsx
2024-01-30_SQR793,2024-01-30,SQR793,皓邦激享CTA1号私募证券投资基金,0.9763,0.9763,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-01-30_赛韵网络科技(上海)有限公司.xlsx
2024-01-31_SQR793,2024-01-31,SQR793,皓邦激享CTA1号私募证券投资基金,0.9749,0.9749,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-01-31_赛韵网络科技(上海)有限公司.xlsx
2024-02-01_SQR793,2024-02-01,SQR793,皓邦激享CTA1号私募证券投资基金,0.9724,0.9724,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-02-01_赛韵网络科技(上海)有限公司.xlsx
2024-02-02_SQR793,2024-02-02,SQR793,皓邦激享CTA1号私募证券投资基金,0.9664,0.9664,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-02-02_赛韵网络科技(上海)有限公司.xlsx
2024-02-05_SQR793,2024-02-05,SQR793,皓邦激享CTA1号私募证券投资基金,0.9674,0.9674,C:\Invest\净值存储\citics_【基金净值表现估算】SQR793(平层)_皓邦激享CTA1号私募证券投资基金_2024-02-05_赛韵网络科技(上海)有限公司.xlsx
2024-01-29_SSF240,2024-01-29,SSF240,锋滔指数增强2号私募证券投资基金,0.9411,1.0211,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-01-29_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-30_SSF240,2024-01-30,SSF240,锋滔指数增强2号私募证券投资基金,0.9179,0.9979,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-01-30_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-31_SSF240,2024-01-31,SSF240,锋滔指数增强2号私募证券投资基金,0.8845,0.9645,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-01-31_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-01_SSF240,2024-02-01,SSF240,锋滔指数增强2号私募证券投资基金,0.8787,0.9587,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-02-01_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_SSF240,2024-02-02,SSF240,锋滔指数增强2号私募证券投资基金,0.8475,0.9275,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-02-02_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-05_SSF240,2024-02-05,SSF240,锋滔指数增强2号私募证券投资基金,0.7993,0.8793,C:\Invest\净值存储\citics_【基金净值表现估算】SSF240(A级)_锋滔指数增强2号私募证券投资基金_2024-02-05_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_SVZ210,2024-02-02,SVZ210,华钧尚元1期私募证券投资基金,0.7237,0.7237,C:\Invest\净值存储\citics_【基金净值表现估算】SVZ210_华钧尚元1期私募证券投资基金_2024-02-02.xlsx
2024-01-29_T06286,2024-01-29,T06286,千衍红橡六和5号私募证券投资基金B类,0.9166,0.9166,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-01-29_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-30_T06286,2024-01-30,T06286,千衍红橡六和5号私募证券投资基金B类,0.8936,0.8936,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-01-30_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-31_T06286,2024-01-31,T06286,千衍红橡六和5号私募证券投资基金B类,0.8641,0.8641,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-01-31_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-01_T06286,2024-02-01,T06286,千衍红橡六和5号私募证券投资基金B类,0.8572,0.8572,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-02-01_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_T06286,2024-02-02,T06286,千衍红橡六和5号私募证券投资基金B类,0.831,0.831,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-02-02_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-05_T06286,2024-02-05,T06286,千衍红橡六和5号私募证券投资基金B类,0.7984,0.7984,C:\Invest\净值存储\citics_【基金净值表现估算】T06286(B级)_千衍红橡六和5号私募证券投资基金B类_2024-02-05_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-29_T07035,2024-01-29,T07035,乾象股票进取19号私募证券投资基金B类,0.923,0.923,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-01-29_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-30_T07035,2024-01-30,T07035,乾象股票进取19号私募证券投资基金B类,0.8994,0.8994,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-01-30_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-31_T07035,2024-01-31,T07035,乾象股票进取19号私募证券投资基金B类,0.8684,0.8684,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-01-31_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-01_T07035,2024-02-01,T07035,乾象股票进取19号私募证券投资基金B类,0.8611,0.8611,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-02-01_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_T07035,2024-02-02,T07035,乾象股票进取19号私募证券投资基金B类,0.8308,0.8308,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-02-02_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-05_T07035,2024-02-05,T07035,乾象股票进取19号私募证券投资基金B类,0.779,0.779,C:\Invest\净值存储\citics_【基金净值表现估算】T07035(B级)_乾象股票进取19号私募证券投资基金B类_2024-02-05_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_T07166,2024-02-02,T07166,华钧元狩2期私募证券投资基金B类,0.6908,0.6908,C:\Invest\净值存储\citics_【基金净值表现估算】T07166(B级)_华钧元狩2期私募证券投资基金B类_2024-02-02.xlsx
2024-01-29_AFF20B,2024-01-29,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9986,0.9986,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-01-29_波克多策略3号私募证券投资基金.xlsx
2024-01-30_AFF20B,2024-01-30,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9986,0.9986,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-01-30_波克多策略3号私募证券投资基金.xlsx
2024-01-31_AFF20B,2024-01-31,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9985,0.9985,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-01-31_波克多策略3号私募证券投资基金.xlsx
2024-02-01_AFF20B,2024-02-01,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9985,0.9985,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-02-01_波克多策略3号私募证券投资基金.xlsx
2024-02-02_AFF20B,2024-02-02,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9984,0.9984,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-02-02_波克多策略3号私募证券投资基金.xlsx
2024-02-05_AFF20B,2024-02-05,AFF20B,乾象股票进取32号私募证券投资基金B类,0.9983,0.9983,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】AFF20B_乾象股票进取32号私募证券投资基金B类_2024-02-05_波克多策略3号私募证券投资基金.xlsx
2024-01-29_SB5691,2024-01-29,SB5691,希塔套利2号私募证券投资基金,0.9899,0.9899,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-01-29_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_SB5691,2024-01-30,SB5691,希塔套利2号私募证券投资基金,0.9878,0.9878,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-01-30_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-31_SB5691,2024-01-31,SB5691,希塔套利2号私募证券投资基金,0.9857,0.9857,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-01-31_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-01_SB5691,2024-02-01,SB5691,希塔套利2号私募证券投资基金,0.985,0.985,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-02-01_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-02_SB5691,2024-02-02,SB5691,希塔套利2号私募证券投资基金,0.9837,0.9837,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-02-02_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-05_SB5691,2024-02-05,SB5691,希塔套利2号私募证券投资基金,0.9824,0.9824,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SB5691_希塔套利2号私募证券投资基金_2024-02-05_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-29_SCL360,2024-01-29,SCL360,宝菱星光私募基金,1.005,1.329,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SCL360_宝菱星光私募基金_2024-01-29_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_SCL360,2024-01-30,SCL360,宝菱星光私募基金,1.006,1.33,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SCL360_宝菱星光私募基金_2024-01-30_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-31_SCL360,2024-01-31,SCL360,宝菱星光私募基金,1.006,1.33,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SCL360_宝菱星光私募基金_2024-01-31_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-01_SCL360,2024-02-01,SCL360,宝菱星光私募基金,1.007,1.331,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SCL360_宝菱星光私募基金_2024-02-01_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-02_SCL360,2024-02-02,SCL360,宝菱星光私募基金,1.009,1.333,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SCL360_宝菱星光私募基金_2024-02-02_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_SQR795,2024-01-30,SQR795,皓邦激享CTA2号私募证券投资基金,0.9694,0.9694,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SQR795_皓邦激享CTA2号私募证券投资基金_2024-01-30_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-31_SQR795,2024-01-31,SQR795,皓邦激享CTA2号私募证券投资基金,0.9677,0.9677,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SQR795_皓邦激享CTA2号私募证券投资基金_2024-01-31_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-01_SQR795,2024-02-01,SQR795,皓邦激享CTA2号私募证券投资基金,0.9655,0.9655,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SQR795_皓邦激享CTA2号私募证券投资基金_2024-02-01_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-02_SQR795,2024-02-02,SQR795,皓邦激享CTA2号私募证券投资基金,0.9595,0.9595,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SQR795_皓邦激享CTA2号私募证券投资基金_2024-02-02_波克锐进多策略1号私募证券投资基金.xlsx
2024-02-05_SQR795,2024-02-05,SQR795,皓邦激享CTA2号私募证券投资基金,0.9599,0.9599,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SQR795_皓邦激享CTA2号私募证券投资基金_2024-02-05_波克锐进多策略1号私募证券投资基金.xlsx
2024-01-29_STA785,2024-01-29,STA785,顽岩东方路私募证券投资基金,1.3578,1.3578,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-01-29_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-30_STA785,2024-01-30,STA785,顽岩东方路私募证券投资基金,1.3622,1.3622,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-01-30_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-31_STA785,2024-01-31,STA785,顽岩东方路私募证券投资基金,1.3621,1.3621,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-01-31_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-01_STA785,2024-02-01,STA785,顽岩东方路私募证券投资基金,1.3578,1.3578,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-02-01_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-02_STA785,2024-02-02,STA785,顽岩东方路私募证券投资基金,1.3728,1.3728,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-02-02_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-05_STA785,2024-02-05,STA785,顽岩东方路私募证券投资基金,1.3554,1.3554,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】STA785_顽岩东方路私募证券投资基金_2024-02-05_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-29_SXR047,2024-01-29,SXR047,青琰琰知一号私募证券投资基金,1.0987,1.1477,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-01-29_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_SXR047,2024-01-30,SXR047,青琰琰知一号私募证券投资基金,1.0993,1.1483,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-01-30_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-31_SXR047,2024-01-31,SXR047,青琰琰知一号私募证券投资基金,1.1001,1.1491,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-01-31_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-01_SXR047,2024-02-01,SXR047,青琰琰知一号私募证券投资基金,1.1011,1.1501,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-02-01_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-02_SXR047,2024-02-02,SXR047,青琰琰知一号私募证券投资基金,1.1014,1.1504,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-02-02_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-05_SXR047,2024-02-05,SXR047,青琰琰知一号私募证券投资基金,1.1019,1.1509,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SXR047_青琰琰知一号私募证券投资基金_2024-02-05_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-29_SZJ540,2024-01-29,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.039,1.039,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-01-29_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-30_SZJ540,2024-01-30,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.0355,1.0355,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-01-30_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-31_SZJ540,2024-01-31,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.0215,1.0215,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-01-31_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-01_SZJ540,2024-02-01,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.007,1.007,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-02-01_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-02_SZJ540,2024-02-02,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.0089,1.0089,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-02-02_波克平衡多策略1号私募证券投资基金.xlsx
2024-02-05_SZJ540,2024-02-05,SZJ540,鸣熙绝对收益1号私募证券投资基金,1.0055,1.0055,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】SZJ540_鸣熙绝对收益1号私募证券投资基金_2024-02-05_波克平衡多策略1号私募证券投资基金.xlsx
2024-01-29_T06358,2024-01-29,T06358,朗海恒N一号私募证券投资基金B类,1.1642,1.1642,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06358_朗海恒N一号私募证券投资基金B类_2024-01-29_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_T06358,2024-01-30,T06358,朗海恒N一号私募证券投资基金B类,1.1642,1.1642,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06358_朗海恒N一号私募证券投资基金B类_2024-01-30_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-31_T06358,2024-01-31,T06358,朗海恒N一号私募证券投资基金B类,1.1644,1.1644,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06358_朗海恒N一号私募证券投资基金B类_2024-01-31_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-01_T06358,2024-02-01,T06358,朗海恒N一号私募证券投资基金B类,1.1651,1.1651,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06358_朗海恒N一号私募证券投资基金B类_2024-02-01_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-02_T06358,2024-02-02,T06358,朗海恒N一号私募证券投资基金B类,1.1653,1.1653,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06358_朗海恒N一号私募证券投资基金B类_2024-02-02_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-29_T06360,2024-01-29,T06360,朗海恒N二号私募证券投资基金B类,1.1629,1.1629,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-01-29_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-30_T06360,2024-01-30,T06360,朗海恒N二号私募证券投资基金B类,1.1634,1.1634,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-01-30_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-31_T06360,2024-01-31,T06360,朗海恒N二号私募证券投资基金B类,1.1638,1.1638,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-01-31_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-01_T06360,2024-02-01,T06360,朗海恒N二号私募证券投资基金B类,1.1658,1.1658,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-02-01_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-02_T06360,2024-02-02,T06360,朗海恒N二号私募证券投资基金B类,1.1664,1.1664,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-02-02_波克稳健多策略1号私募证券投资基金.xlsx
2024-02-05_T06360,2024-02-05,T06360,朗海恒N二号私募证券投资基金B类,1.1685,1.1685,C:\Invest\净值存储\citics_【基金虚拟净值表现估算】T06360_朗海恒N二号私募证券投资基金B类_2024-02-05_波克稳健多策略1号私募证券投资基金.xlsx
2024-01-29_SC274A,2024-01-29,SC274A,世纪前沿指数增强16号私募证券投资基金A,0.9143,0.9143,C:\Invest\净值存储\cmschina_20240129_世纪前沿指数增强16号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
2024-01-29_SGR125,2024-01-29,SGR125,九章量化定制24号私募证券投资基金,1.174,1.2092,C:\Invest\净值存储\cmschina_20240129_九章量化定制24号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
2024-01-29_ZW449B,2024-01-29,ZW449B,乾象招盈量化对冲15号私募证券投资基金B,1.039,1.0912,C:\Invest\净值存储\cmschina_20240129_乾象招盈量化对冲15号私募证券投资基金B_TA虚拟计提后净值明细表.xlsx
