UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
2024-01-30_ZZ547B,2024-01-30,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_ZZ547B,2024-01-31,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_ZZ547B,2024-02-01,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_ZZ547B,2024-02-02,ZZ547B,子午中性十三号私募证券投资基金B,1,1.05,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-01-29_SGQ818,2024-01-29,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SGQ818,2024-01-30,SGQ818,小黑妞对冲1号私募证券投资基金,1.01,1.33,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SGQ818,2024-01-31,SGQ818,小黑妞对冲1号私募证券投资基金,1.007,1.327,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SGQ818,2024-02-01,SGQ818,小黑妞对冲1号私募证券投资基金,1.008,1.328,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SGQ818,2024-02-02,SGQ818,小黑妞对冲1号私募证券投资基金,1.006,1.326,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SGQ818,2024-02-05,SGQ818,小黑妞对冲1号私募证券投资基金,1.017,1.337,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SJB158,2024-01-29,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SJB158,2024-01-30,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SJB158,2024-01-31,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SJB158,2024-02-01,SJB158,小黑妞期权套利1号私募证券投资基金,1.005,1.318,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SJB158,2024-02-02,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SJB158,2024-02-05,SJB158,小黑妞期权套利1号私募证券投资基金,1.013,1.326,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_AEU46B,2024-01-29,AEU46B,旌安思源1号私募证券投资基金B,0.9986,0.9986,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_AEU46B,2024-01-30,AEU46B,旌安思源1号私募证券投资基金B,0.9977,0.9977,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_AEU46B,2024-01-31,AEU46B,旌安思源1号私募证券投资基金B,0.996,0.996,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_AEU46B,2024-02-01,AEU46B,旌安思源1号私募证券投资基金B,0.996,0.996,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_AEU46B,2024-02-02,AEU46B,旌安思源1号私募证券投资基金B,0.9964,0.9964,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_AEU46B,2024-02-05,AEU46B,旌安思源1号私募证券投资基金B,0.9901,0.9901,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SAAP74,2024-01-29,SAAP74,正瀛骐骥11号私募证券投资基金,1.0112,1.0112,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SAAP74,2024-01-30,SAAP74,正瀛骐骥11号私募证券投资基金,1.0107,1.0107,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SAAP74,2024-01-31,SAAP74,正瀛骐骥11号私募证券投资基金,1.0111,1.0111,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SAAP74,2024-02-01,SAAP74,正瀛骐骥11号私募证券投资基金,1.0119,1.0119,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SAAP74,2024-02-02,SAAP74,正瀛骐骥11号私募证券投资基金,1.0148,1.0148,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SAAP74,2024-02-05,SAAP74,正瀛骐骥11号私募证券投资基金,1.0159,1.0159,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SXR731,2024-01-29,SXR731,特夫郁金香弦理1号私募证券投资基金,0.992,0.992,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SXR731,2024-01-30,SXR731,特夫郁金香弦理1号私募证券投资基金,0.99,0.99,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SXR731,2024-01-31,SXR731,特夫郁金香弦理1号私募证券投资基金,0.99,0.99,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SXR731,2024-02-01,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SXR731,2024-02-02,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SXR731,2024-02-05,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SQU196,2024-01-29,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9909,1.1086,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SQU196,2024-01-30,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9878,1.1055,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SQU196,2024-01-31,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9894,1.1071,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SQU196,2024-02-01,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9896,1.1073,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SQU196,2024-02-02,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9956,1.1133,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SQU196,2024-02-05,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9913,1.109,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SXZ248,2024-01-29,SXZ248,磐松多空对冲1号私募证券投资基金,1.2104,1.2104,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SXZ248,2024-01-30,SXZ248,磐松多空对冲1号私募证券投资基金,1.2133,1.2133,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SXZ248,2024-01-31,SXZ248,磐松多空对冲1号私募证券投资基金,1.2175,1.2175,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SXZ248,2024-02-01,SXZ248,磐松多空对冲1号私募证券投资基金,1.2194,1.2194,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SXZ248,2024-02-02,SXZ248,磐松多空对冲1号私募证券投资基金,1.2216,1.2216,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SXZ248,2024-02-05,SXZ248,磐松多空对冲1号私募证券投资基金,1.2258,1.2258,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SVM121,2024-01-29,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.052,1.067,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240129.xlsx
2024-01-30_SVM121,2024-01-30,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.049,1.064,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240130.xlsx
2024-01-31_SVM121,2024-01-31,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.041,1.056,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240131.xlsx
2024-02-01_SVM121,2024-02-01,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.039,1.054,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240201.xlsx
2024-02-02_SVM121,2024-02-02,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.042,1.057,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240202.xlsx
2024-02-05_SVM121,2024-02-05,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.011,1.026,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240205.xlsx
2024-01-29_SZW016,2024-01-29,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.979,1.018,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SZW016,2024-01-30,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.978,1.017,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SZW016,2024-01-31,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.972,1.011,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SZW016,2024-02-01,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.969,1.008,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SZW016,2024-02-02,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.969,1.008,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SZW016,2024-02-05,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.957,0.996,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SZN426,2024-01-29,SZN426,波克远见优选1号私募证券投资基金,1.0611,1.0611,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-01-29_d.xlsx
2024-01-30_SZN426,2024-01-30,SZN426,波克远见优选1号私募证券投资基金,1.0458,1.0458,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-01-30_d.xlsx
2024-01-31_SZN426,2024-01-31,SZN426,波克远见优选1号私募证券投资基金,1.0386,1.0386,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-01-31_d.xlsx
2024-02-01_SZN426,2024-02-01,SZN426,波克远见优选1号私募证券投资基金,1.0387,1.0387,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-02-01_d.xlsx
2024-02-02_SZN426,2024-02-02,SZN426,波克远见优选1号私募证券投资基金,1.0335,1.0335,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-02-02_d.xlsx
2024-02-05_SZN426,2024-02-05,SZN426,波克远见优选1号私募证券投资基金,1.034,1.034,C:\Invest\净值存储\tg.gtja_资产净值公告_SZN426_波克远见优选1号私募证券投资基金_2024-02-05_d.xlsx
2024-01-29_ADU67A,2024-01-29,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.9299,0.9299,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_ADU67A,2024-01-30,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.9011,0.9011,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_ADU67A,2024-01-31,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.8661,0.8661,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_ADU67A,2024-02-01,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.8545,0.8545,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_ADU67A,2024-02-02,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.824,0.824,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_ADU67A,2024-02-05,ADU67A,顽岩中证1000指数增强1号私募证券投资基金A,0.766,0.766,C:\Invest\净值存储\tg.gtja_顽岩中证1000指数增强1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_XC412A,2024-01-29,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0787,1.1254,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_XC412A,2024-01-30,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0818,1.1285,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_XC412A,2024-01-31,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0811,1.1278,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_XC412A,2024-02-01,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0799,1.1266,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_XC412A,2024-02-02,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0912,1.1379,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_XC412A,2024-02-05,XC412A,顽岩量化对冲10号私募证券投资基金A,1.0814,1.1281,C:\Invest\净值存储\tg.gtja_顽岩量化对冲10号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SVG092,2024-01-29,SVG092,嘉鸿稳健增利6号B类份额,1.0151,1.0151,C:\Invest\净值存储\xyzq_嘉鸿稳健增利6号B类_20240129_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-01-31_SVG092,2024-01-31,SVG092,嘉鸿稳健增利6号B类份额,1.0152,1.0152,C:\Invest\净值存储\xyzq_嘉鸿稳健增利6号B类_20240131_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-02-01_SVG092,2024-02-01,SVG092,嘉鸿稳健增利6号B类份额,1.0152,1.0152,C:\Invest\净值存储\xyzq_嘉鸿稳健增利6号B类_20240201_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-02-02_SVG092,2024-02-02,SVG092,嘉鸿稳健增利6号B类份额,1.0152,1.0152,C:\Invest\净值存储\xyzq_嘉鸿稳健增利6号B类_20240202_波克平衡多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-01-29_SQJ929,2024-01-29,SQJ929,璞远丰利纯债聚配专享,1.4853,1.6603,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240129_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-01-30_SQJ929,2024-01-30,SQJ929,璞远丰利纯债聚配专享,1.486,1.661,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240130_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-01-31_SQJ929,2024-01-31,SQJ929,璞远丰利纯债聚配专享,1.4868,1.6618,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240131_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-02-01_SQJ929,2024-02-01,SQJ929,璞远丰利纯债聚配专享,1.488,1.663,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240201_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-02-02_SQJ929,2024-02-02,SQJ929,璞远丰利纯债聚配专享,1.488,1.663,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240202_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-02-05_SQJ929,2024-02-05,SQJ929,璞远丰利纯债聚配专享,1.4892,1.6642,C:\Invest\净值存储\xyzq_璞远丰利纯债聚配专享私募证券投资基金_20240205_波克稳健多策略1号私募证券投资基金_虚拟净值试算结果.xlsx
2024-01-29_SZY015,2024-01-29,SZY015,锦徽中证500指数增强1号私募证券投资基金,0.9149,0.9244,C:\Invest\净值存储\cmschina\SZY015锦徽中证500指数增强1号私募证券投资基金委托资产资产估值表20240129三级科目.xls
2024-01-30_SZY015,2024-01-30,SZY015,锦徽中证500指数增强1号私募证券投资基金,0.8888,0.8981,C:\Invest\净值存储\cmschina\SZY015锦徽中证500指数增强1号私募证券投资基金委托资产资产估值表20240130三级科目.xls
2024-01-31_SZY015,2024-01-31,SZY015,锦徽中证500指数增强1号私募证券投资基金,0.8527,0.8616,C:\Invest\净值存储\cmschina\SZY015锦徽中证500指数增强1号私募证券投资基金委托资产资产估值表20240131三级科目.xls
2024-01-29_ZR639B,2024-01-29,ZR639B,波克平衡多策略1号私募证券投资基金B,1.0804,1.0804,C:\Invest\净值存储\cmschina\excel\SZR639-2024年01月29日-发送每日净值信息.xls
2024-01-30_ZR639B,2024-01-30,ZR639B,波克平衡多策略1号私募证券投资基金B,1.0808,1.0808,C:\Invest\净值存储\cmschina\excel\SZR639-2024年01月30日-发送每日净值信息.xls
2024-01-31_ZR639B,2024-01-31,ZR639B,波克平衡多策略1号私募证券投资基金B,1.0768,1.0768,C:\Invest\净值存储\cmschina\excel\SZR639-2024年01月31日-发送每日净值信息.xls
2024-02-01_ZR639B,2024-02-01,ZR639B,波克平衡多策略1号私募证券投资基金B,1.0743,1.0743,C:\Invest\净值存储\cmschina\excel\SZR639-2024年02月01日-发送每日净值信息.xls
2024-01-29_ZR642B,2024-01-29,ZR642B,波克稳健多策略1号私募证券投资基金B,1.037,1.037,C:\Invest\净值存储\cmschina\excel\SZR642-2024年01月29日-发送每日净值信息.xls
2024-01-30_ZR642B,2024-01-30,ZR642B,波克稳健多策略1号私募证券投资基金B,1.0363,1.0363,C:\Invest\净值存储\cmschina\excel\SZR642-2024年01月30日-发送每日净值信息.xls
2024-01-31_ZR642B,2024-01-31,ZR642B,波克稳健多策略1号私募证券投资基金B,1.0343,1.0343,C:\Invest\净值存储\cmschina\excel\SZR642-2024年01月31日-发送每日净值信息.xls
2024-02-01_ZR642B,2024-02-01,ZR642B,波克稳健多策略1号私募证券投资基金B,1.0339,1.0339,C:\Invest\净值存储\cmschina\excel\SZR642-2024年02月01日-发送每日净值信息.xls
